V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
31845,0,2,19,2,1774,29500,21,1188,MO,1,15,MALE,SAL,OWNED,06-09-1983,32,1,1,0,,0,,,29500,,,0,0,0,TIER 4,0
31846,0,0,10,0,3000,40900,15,2511,MC,3,8,MALE,SELF,OWNED,01-01-1991,25,1,1,0,,0,,,40900,,,0,0,0,TIER 4,0
31847,0,0,16,0,2486,38900,18,2790,MC,0,10,MALE,SELF,OWNED,01-01-1963,53,1,1,0,,0,,,38900,,,0,0,0,TIER 4,0
31848,0,0,15,0,2722,40000,18,4738,SC,1,14.99,MALE,SELF,OWNED,24-12-1985,30,2,2,0,,0,,,40000,,,0,0,0,TIER 1,0
31849,0,1,25,2,2580,58500,30,3483,SC,1,12.91,MALE,SAL,OWNED,13-07-1983,32,8,1,3,11000,0,,11000,58500,105,10,5,5,2,TIER 1,0
31850,0,0,24,0,2730,53000,27,1267,SC,1,17.35,MALE,SELF,OWNED,08-07-1961,54,1,1,0,,0,,,53000,,,0,0,0,TIER 1,0
31851,0,0,20,0,1980,38000,24,1324,MC,1,12.5,MALE,SAL,OWNED,14-06-1993,22,1,1,0,,0,,,38000,,,0,0,0,TIER 1,0
31852,0,2,19,4,1827,32600,24,1188,MO,1,17.25,MALE,SELF,OWNED,09-03-1972,44,0,0,0,,0,,,,,,0,0,0,TIER 4,0
31853,0,3,14,3,1715,25800,18,1059,MO,1,13.1,MALE,SELF,OWNED,05-07-1972,43,1,1,0,,0,,,25800,,,0,0,0,TIER 4,0
31854,0,0,23,0,1518,29130,24,1085,MO,1,12.5,MALE,SAL,OWNED,30-05-1963,52,39,19,8,500000,0,900000,400000,42000,39,156,0,0,0,TIER 4,0
31855,0,0,17,0,1616,30384,25,1521,MO,1,15.8,MALE,SELF,OWNED,10-02-1973,43,1,1,0,,0,,,30384,,,3,1,0,TIER 4,0
31856,0,1,10,1,2201,23900,12,2790,MO,0,10.5,MALE,SELF,OWNED,01-01-1978,38,1,1,0,,0,,,23900,,,0,0,0,TIER 4,0
31857,0,2,23,2,1678,30500,24,1153,MO,1,16,MALE,SAL,OWNED,12-09-1962,53,1,1,0,,0,,,30500,,,0,0,0,TIER 1,0
31858,0,1,17,1,2708,42914,20,1820,SC,1,15.7,MALE,SELF,OWNED,28-03-1968,48,9,1,0,,0,,,42914,,,0,0,0,TIER 4,0
31859,0,0,21,0,1531,28300,24,1085,MO,0,14.9,MALE,SAL,OWNED,02-07-1990,25,1,1,0,,0,,,28300,,,0,0,0,TIER 4,0
31860,1,0,20,5,1564,27900,24,1022,MO,0,17.25,MALE,SELF,OWNED,01-01-1960,56,2,2,0,,0,,,27900,,,0,0,0,TIER 2,0
31861,0,1,15,1,2404,43600,21,1769,MC,3,9,MALE,SELF,OWNED,01-01-1985,31,1,1,0,,0,,,43600,,,1,0,0,TIER 2,0
31862,0,0,16,0,2204,35900,18,1022,SC,1,6.99,FEMALE,SELF,OWNED,01-01-1978,38,7,6,1,,0,,,35900,,,0,0,0,TIER 2,0
31863,0,0,21,0,2307,47000,24,4724,SC,1,8.88,MALE,SAL,OWNED,01-02-1981,35,2,2,0,49500,0,49500,,49500,,,0,0,0,TIER 4,0
31864,0,2,20,3,2290,41000,24,1325,MC,1,17,MALE,SAL,RENT,10-06-1994,21,3,2,1,,0,,,68000,,,0,0,0,TIER 1,0
31865,1,2,12,2,2487,34000,15,1361,MO,2,7.75,MALE,SAL,RENT,21-04-1981,35,25,5,17,297755,0,,179400,89982,77,95,16,11,6,TIER 1,0
31866,0,0,15,0,2263,30000,15,1267,MO,1,10.5,MALE,SELF,OWNED,07-05-1969,46,16,15,0,63000,0,63000,,43900,,,4,4,1,TIER 1,0
31867,0,1,14,1,1706,25450,18,1059,MO,1,13.75,FEMALE,SAL,RENT,01-01-1973,43,4,2,1,100000,0,,100000,25450,,49,0,0,0,TIER 4,0
31868,0,0,14,1,2210,36000,19,1188,SC,1,10.5,MALE,SAL,OWNED,05-05-1989,26,0,0,0,,0,,,,,,0,0,0,TIER 4,0
31869,0,4,21,4,2131,44500,27,1186,SC,3,13,FEMALE,HOUSEWIFE,OWNED,25-07-1982,33,1,1,0,,0,,,44500,,,0,0,0,TIER 4,0
31870,0,0,16,0,2588,50900,24,2852,MC,4,11,MALE,SELF,OWNED,15-03-1979,37,1,1,0,,0,,,50900,,,0,0,0,TIER 4,0
31871,0,2,20,2,2004,45000,27,3307,MC,3,8.99,MALE,SAL,OWNED,01-01-1974,42,1,1,0,,0,,,45000,,,4,1,0,TIER 2,1
31872,0,0,13,0,3113,56900,21,2511,SC,3,8.5,FEMALE,SAL,OWNED,01-01-1993,23,1,1,0,,0,,,56900,,,0,0,0,TIER 4,0
31873,0,0,17,0,2023,53000,36,3610,SC,1,12.45,MALE,SAL,OWNED,01-01-1968,48,1,1,0,,0,,,53000,,,0,0,0,TIER 4,0
31874,0,0,27,2,2800,60000,30,4496,MC,0,16,MALE,SELF,OWNED,01-01-1960,56,1,1,0,,0,,,60000,,,0,0,0,TIER 4,0
31875,0,0,20,0,3042,53900,24,2790,MC,0,17.71,MALE,SELF,OWNED,01-03-1993,23,1,1,0,,0,,,53900,,,0,0,0,TIER 4,0
31876,0,0,19,0,1327,24000,22,1299,MO,0,11.8,MALE,SAL,RENT,17-06-1980,35,1,1,0,,0,,,24000,,,0,0,0,TIER 1,0
31877,0,1,29,1,1967,43300,30,1059,SC,0,14.5,FEMALE,SAL,OWNED,27-05-1988,27,1,1,0,,0,,,43300,,,0,0,0,TIER 4,0
31878,0,1,14,1,1411,19594,16,1189,MO,1,11.4,MALE,SELF,OWNED,13-06-1965,50,1,1,0,,0,,,19594,,,0,0,0,TIER 4,0
31879,1,0,21,1,2351,47900,24,2118,SC,1,8.88,MALE,SELF,OWNED,01-01-1993,23,3,3,0,45185,0,45185,,47900,,,0,0,0,TIER 2,0
31880,0,0,13,3,2845,39700,15,2134,MC,3,5.99,MALE,SAL,OWNED,01-01-1984,32,1,1,0,,0,,,39700,,,0,0,0,TIER 2,0
31881,0,0,14,0,1861,29900,18,4895,MO,3,7.99,MALE,SELF,OWNED,01-01-1984,32,17,13,4,1590000,0,1945010,116463,45000,,70,0,0,0,TIER 2,0
31882,0,1,10,1,2000,27900,15,2511,MO,3,6,MALE,SELF,OWNED,01-01-1977,39,2,1,1,57000,0,27900,57000,27900,,,0,0,0,TIER 4,0
31883,0,1,18,1,2076,36900,24,2790,MC,0,17.5,MALE,SELF,OWNED,01-01-1982,34,3,1,2,471000,0,,471000,36900,,,3,2,1,TIER 4,0
31884,0,0,11,0,2108,28900,15,1017,MO,3,7.5,MALE,SELF,OWNED,01-01-1981,35,1,1,0,,0,,,28900,,,0,0,0,TIER 4,0
31885,0,0,20,0,2839,54500,24,1299,SC,0,12.5,MALE,SELF,RENT,23-07-1963,52,1,1,0,,0,,,54500,,,0,0,0,TIER 1,0
31886,0,0,10,0,3542,50000,15,1298,SC,3,5,FEMALE,SAL,OWNED,06-08-1979,36,1,1,0,,0,,,50000,,,0,0,0,TIER 1,0
31887,0,1,20,1,2580,51000,24,1063,MC,1,10.7,MALE,SELF,OWNED,12-12-1981,34,1,1,0,,0,,,51000,,,0,0,0,TIER 1,0
31888,0,0,18,0,1727,31385,24,1485,MO,1,16,FEMALE,SELF,OWNED,12-01-1972,44,1,1,0,,0,,,31385,,,0,0,0,TIER 4,0
31889,0,0,20,0,1479,27304,24,1820,MO,1,15,MALE,SELF,OWNED,18-05-1969,46,1,1,0,,0,,,27304,,,1,0,0,TIER 4,0
31890,0,0,16,0,2793,47000,21,1059,SC,1,14.15,FEMALE,SELF,OWNED,03-04-1992,24,0,0,0,,0,,,,,,0,0,0,TIER 4,0
31891,0,0,16,0,2406,40568,20,1820,SC,1,11.15,MALE,SAL,OWNED,16-02-1964,52,13,6,0,56000,0,112000,,40568,,,0,0,0,TIER 4,0
31892,0,0,15,0,1679,25382,18,1376,MO,1,12.7,MALE,SELF,OWNED,21-07-1960,55,1,1,0,,0,,,25382,,,0,0,0,TIER 4,0
31893,0,1,20,1,2615,53500,26,1017,MC,2,12.5,MALE,SAL,OWNED,09-11-1978,37,4,3,1,1500000,0,1500000,15268,53500,,,0,0,0,TIER 4,0
31894,0,1,13,1,2721,46200,18,3610,MC,3,3.99,MALE,SELF,OWNED,15-05-1990,25,3,2,1,56007,0,56007,,56007,,23,6,6,3,TIER 4,0
31895,0,1,14,1,3121,52991,18,1251,SC,2,3.99,FEMALE,SELF,RENT,10-04-1967,48,11,2,9,80000,0,,80000,52991,32,42,0,0,0,TIER 1,0
31896,0,0,17,0,2232,45000,24,1361,SC,2,9.5,MALE,SELF,RENT,13-05-1966,49,1,1,0,,0,,,45000,,,5,4,0,TIER 1,0
31897,0,0,20,0,2669,52500,24,1120,SC,1,10.99,FEMALE,SELF,RENT,19-10-1975,40,15,10,4,124000,0,124000,100000,124000,18,27,0,0,0,TIER 1,0
31898,0,0,25,0,2157,50000,30,1251,MC,1,11.75,MALE,SAL,RENT,10-04-1972,44,13,1,9,100000,0,,100000,50000,33,76,0,0,0,TIER 1,0
31899,0,0,18,0,2874,54300,24,3483,SC,0,13.5,FEMALE,SAL,OWNED,07-07-1992,23,2,1,1,,0,,,54300,,22,0,0,0,TIER 1,0
31900,0,1,21,2,2686,53000,24,4756,MC,1,10.8,FEMALE,HOUSEWIFE,OWNED,09-05-1988,28,1,1,0,,0,,,53000,,,0,0,0,TIER 1,0
31901,0,0,21,0,2943,52000,21,1188,SC,1,10.75,MALE,SAL,OWNED,06-03-1972,44,14,5,0,700000,0,700000,,52000,,,5,0,0,TIER 4,0
31902,0,0,16,0,1885,30760,20,1376,MO,1,13.5,FEMALE,SELF,OWNED,25-08-1965,50,1,1,0,,0,,,30760,,,0,0,0,TIER 4,0
31903,0,0,14,0,2498,50900,24,3667,SC,1,8.88,FEMALE,SELF,OWNED,23-03-1964,52,3,1,0,100000,0,,,50900,,,0,0,0,TIER 4,0
31904,0,0,20,0,2777,68900,33,2118,MC,3,12,MALE,SAL,OWNED,30-07-1986,29,1,1,0,,0,,,68900,,,0,0,0,TIER 2,0
31905,0,0,16,0,1719,28000,21,1267,MO,1,16.5,MALE,SELF,OWNED,20-04-1975,40,1,1,0,,0,,,28000,,,0,0,0,TIER 1,0
31906,0,0,20,2,2882,53000,25,1267,SC,1,17.25,MALE,SELF,OWNED,12-01-1975,41,1,1,0,,0,,,53000,,,0,0,0,TIER 1,0
31907,0,0,9,0,3416,37950,12,1063,SC,1,8,FEMALE,SELF,RENT,14-11-1979,36,8,3,5,125000,0,,146947,37950,32,51,3,0,0,TIER 1,0
31908,0,0,13,0,1845,27500,18,3483,MO,1,13.8,MALE,SAL,OWNED,01-07-1979,36,2,1,1,,0,,,27500,,150,0,0,0,TIER 1,0
31909,0,0,27,4,2258,52350,30,1298,SC,1,11.75,MALE,SAL,RENT,20-03-1985,31,1,1,0,,0,,,52350,,,0,0,0,TIER 1,0
31910,0,0,20,1,1493,29400,25,1186,MO,3,12.9,MALE,SELF,OWNED,29-11-1974,41,1,1,0,,0,,,29400,,,0,0,0,TIER 4,0
31911,0,1,10,1,1646,18320,12,1084,MO,1,7.8,FEMALE,SELF,OWNED,19-02-1985,31,1,1,0,,0,,,18320,,,0,0,0,TIER 4,0
31912,0,0,19,0,1739,33819,25,2927,MO,2,13.69,FEMALE,SELF,OWNED,13-10-1984,31,1,1,0,,0,,,33819,,,0,0,0,TIER 4,0
31913,0,0,19,0,2092,42000,25,1188,MC,1,11.75,MALE,SAL,OWNED,10-06-1979,36,47,46,0,1140000,0,1280000,,42000,,,0,0,0,TIER 4,0
31914,0,0,25,1,2072,47000,30,1085,SC,1,12.9,FEMALE,SELF,,17-09-1980,35,0,0,0,,0,,,,,,0,0,0,TIER 4,0
31915,0,0,14,0,2077,32000,18,2028,MC,0,11.2,MALE,SELF,OWNED,02-06-1974,41,2,2,0,883000,0,883000,,32000,,,1,0,0,TIER 2,0
31916,0,2,14,2,1634,23900,18,1862,MO,1,15.35,MALE,SELF,OWNED,01-01-1971,45,1,1,0,,0,,,23900,,,0,0,0,TIER 1,0
31917,0,0,14,0,2111,32000,19,1267,MO,1,16,MALE,SELF,OWNED,11-12-1974,41,6,5,1,,0,,,32000,,72,0,0,0,TIER 1,0
31918,0,0,15,1,2017,31000,18,1204,MO,0,11.4,MALE,SAL,OWNED,01-07-1981,34,2,1,1,47577,0,,47577,31000,,,2,0,0,TIER 1,0
31919,0,0,15,0,1860,30450,20,1085,MO,1,13.3,MALE,SAL,OWNED,17-09-1963,52,1,1,0,,0,,,30450,,,0,0,0,TIER 4,0
31920,0,1,16,1,1795,31834,22,1088,MO,2,13.1,MALE,SELF,OWNED,07-03-1967,49,1,1,0,,0,,,31834,,,0,0,0,TIER 4,0
31921,0,2,13,2,2223,29998,15,1189,MO,3,8.9,FEMALE,SELF,OWNED,09-01-1978,38,2,1,0,,0,,,29998,,,0,0,0,TIER 4,0
31922,0,0,20,1,2556,48447,24,1189,MC,1,13.3,MALE,SELF,OWNED,08-04-1966,50,20,17,3,94000,0,,94000,48447,23,35,0,0,0,TIER 4,0
31923,0,3,19,3,2190,45300,24,4895,MC,1,7.99,MALE,SAL,OWNED,02-03-1973,43,1,1,0,,0,,,45300,,,0,0,0,TIER 2,0
31924,0,0,20,0,2725,52400,24,2028,SC,0,12.4,MALE,SAL,OWNED,23-02-1969,47,3,2,1,681365,0,681365,,52400,,15,0,0,0,TIER 2,0
31925,0,0,12,0,3363,38800,12,20028,MC,1,3.99,MALE,SELF,OWNED,15-09-1985,30,1,1,0,,0,,,38800,,,0,0,0,TIER 2,0
31926,0,1,16,1,2482,48000,24,3483,SC,1,12.03,MALE,SELF,RENT,14-02-1980,36,4,2,2,,0,,,48000,,129,0,0,0,TIER 1,0
31927,0,1,9,1,2185,23000,12,4738,MO,1,14,MALE,SELF,OWNED,07-11-1987,28,4,2,0,100000,0,100000,,23000,,,0,0,0,TIER 1,0
31928,0,0,21,0,2663,47900,24,1862,SC,1,16.7,MALE,SAL,OWNED,12-07-1978,37,4,2,0,,0,,,47900,,,0,0,0,TIER 1,0
31929,0,0,17,0,2412,38500,19,1267,MC,1,12,MALE,SAL,OWNED,23-05-1970,45,41,33,8,75000,0,92746,106500,38500,23,73,22,13,2,TIER 1,0
31930,0,1,19,3,2405,47500,24,1298,SC,1,10.75,MALE,SELF,RENT,21-05-1980,35,1,1,0,,0,,,47500,,,0,0,0,TIER 1,0
31931,0,3,23,4,1843,33500,24,4738,MO,1,15.99,MALE,SELF,OWNED,10-05-1972,43,2,1,0,,0,,,33500,,,0,0,0,TIER 1,0
31932,0,0,19,0,1968,51500,36,2037,SC,1,12.5,MALE,SAL,,07-05-1984,31,32,4,19,200001,0,,366629,51500,27,69,0,0,0,TIER 1,0
31933,0,0,14,0,3121,52991,18,1251,SC,2,3.99,FEMALE,SAL,OWNED,06-04-1985,31,4,4,0,,0,,,52991,,,0,0,0,TIER 1,0
31934,0,1,10,1,2226,30800,15,1059,MO,4,6.7,MALE,SELF,OWNED,12-04-1977,39,1,1,0,,0,,,30800,,,0,0,0,TIER 4,0
31935,0,1,15,1,1675,23000,15,1085,MO,3,7.35,MALE,SELF,OWNED,13-05-1987,28,1,1,0,,0,,,23000,,,0,0,0,TIER 4,0
31936,0,2,10,2,3156,44600,15,1087,SC,3,4.9,MALE,SELF,OWNED,23-03-1961,55,5,3,0,,0,,,44600,,,0,0,0,TIER 4,0
31937,0,1,16,2,2536,41110,20,1059,SC,1,14,MALE,SAL,OWNED,20-05-1966,49,0,0,0,,0,,,,,,0,0,0,TIER 4,0
31938,0,2,20,2,1596,32700,27,1186,MO,3,14.1,MALE,SELF,OWNED,16-04-1967,49,0,0,0,,0,,,,,,0,0,0,TIER 4,0
31939,0,1,19,4,2921,58900,25,4895,MC,2,11.5,MALE,SAL,OWNED,01-01-1995,21,3,2,1,44,0,,44,58900,,,0,0,0,TIER 2,0
31940,0,0,19,0,2153,43863,24,2037,SC,1,8.88,MALE,SAL,OWNED,04-07-1983,32,1,1,0,,0,,,43863,,,0,0,0,TIER 1,0
31941,0,0,20,0,1600,31600,24,1251,MO,1,10.75,MALE,SELF,RENT,10-02-1970,46,1,1,0,,0,,,31600,,,0,0,0,TIER 1,0
31942,0,0,14,0,3195,51000,19,1267,SC,1,12,MALE,SAL,OWNED,21-04-1972,43,12,6,4,101000,0,101000,19000,51000,,30,0,0,0,TIER 1,0
31943,0,0,19,0,2503,47400,25,3026,SC,2,15.35,MALE,SELF,OWNED,21-05-1979,36,1,1,0,,0,,,47400,,,0,0,0,TIER 1,0
31944,0,2,11,2,2127,28200,15,1102,MO,2,10.5,MALE,SAL,RENT,11-06-1960,55,1,1,0,,0,,,28200,,,0,0,0,TIER 1,0
31945,0,0,14,0,2219,33000,18,3601,SC,0,14,FEMALE,HOUSEWIFE,OWNED,25-07-1984,31,1,1,0,,0,,,33000,,,0,0,0,TIER 1,0
31946,0,0,14,0,2170,32020,18,2036,MO,1,14.65,MALE,SELF,OWNED,30-12-1968,47,2,2,0,,0,,,32020,,,0,0,0,TIER 1,0
31947,0,0,15,0,2102,29500,15,1059,MO,5,5.5,MALE,SELF,OWNED,03-05-1971,44,1,1,0,,0,,,29500,,,0,0,0,TIER 4,0
31948,0,0,15,0,1734,29500,20,1085,MO,1,10.5,MALE,SELF,OWNED,10-06-1966,49,1,1,0,,0,,,29500,,,0,0,0,TIER 4,0
31949,0,0,18,0,1608,32000,25,1186,MO,3,12.3,MALE,SELF,OWNED,13-06-1981,34,12,12,0,,0,,,32000,,,0,0,0,TIER 4,0
31950,0,0,14,0,3002,48900,18,4895,SC,1,6.99,MALE,SELF,OWNED,09-11-1981,34,9,8,1,1360000,0,3218974,31839,48900,,,0,0,0,TIER 2,0
31951,0,0,14,0,2787,53900,22,4816,SC,4,7.5,MALE,SELF,OWNED,01-01-1978,38,2,2,0,,0,,,53900,,,0,0,0,TIER 2,0
31952,0,0,17,0,2373,38000,19,1267,SC,1,11.75,MALE,SAL,OWNED,11-04-1982,33,1,1,0,,0,,,38000,,,0,0,0,TIER 1,0
31953,0,0,22,0,2258,46000,24,1364,SC,1,8.88,MALE,SELF,OWNED,13-10-1968,47,1,1,0,,0,,,46000,,,0,0,0,TIER 2,0
31954,0,0,20,2,2449,49900,24,1615,SC,1,8.88,MALE,SAL,OWNED,28-08-1989,26,0,0,0,,0,,,,,,0,0,0,TIER 2,0
31955,0,0,20,0,2217,42900,24,4686,SC,0,11.99,MALE,SELF,OWNED,10-05-1984,31,7,2,5,1400000,0,1400000,,42900,51,74,0,0,0,TIER 2,0
31956,0,0,11,0,2774,32000,12,1811,SC,0,3.99,MALE,SAL,OWNED,05-01-1970,46,5,5,0,25000,0,25000,,37979,,,0,0,0,TIER 2,0
31957,0,0,13,0,2343,45700,24,1364,SC,0,11.5,MALE,SELF,OWNED,30-01-1962,54,4,4,0,,0,,,45700,,,0,0,0,TIER 2,0
31958,0,0,16,0,1971,43000,24,2121,MC,4,4.99,MALE,SAL,OWNED,17-08-1987,28,2,1,1,,0,,,43000,,34,1,0,0,TIER 4,0
31959,0,0,17,0,2763,45000,18,2008,SC,1,6.99,MALE,SAL,OWNED,15-11-1985,30,1,1,0,,0,,,45000,,,0,0,0,TIER 4,0
31960,0,0,13,0,2763,45000,18,2008,SC,1,6.99,MALE,SELF,OWNED,15-01-1975,41,6,3,2,100000,0,,100000,45000,,25,0,0,0,TIER 4,0
31961,0,0,18,0,2864,43000,18,2121,MC,0,13.25,MALE,SELF,OWNED,14-06-1993,22,1,1,0,,0,,,43000,,,0,0,0,TIER 4,0
31962,0,2,11,2,2220,24000,12,1252,MC,0,11,MALE,SELF,OWNED,01-02-1990,26,2,1,0,40000,0,,,24000,,,1,1,1,TIER 4,0
31963,0,0,14,0,2275,41900,21,4243,MC,3,7.99,MALE,SELF,OWNED,01-01-1969,47,1,1,0,,0,,,41900,,,0,0,0,TIER 4,0
31964,0,0,10,0,2852,32900,12,1145,SC,0,3.99,FEMALE,SAL,OWNED,17-08-1993,22,1,1,0,,0,,,32900,,,0,0,0,TIER 4,0
31965,0,0,21,0,1472,27700,24,4105,MO,0,13.75,MALE,SELF,OWNED,01-02-1972,44,1,1,0,,0,,,27700,,,0,0,0,TIER 4,0
31966,0,0,13,0,3002,48900,18,1244,SC,1,6.99,MALE,SAL,OWNED,25-12-1989,26,5,1,3,66500,0,,34331,48900,,,0,0,0,TIER 3,0
31967,0,4,12,4,2939,30900,12,4699,SC,0,14.1,MALE,SELF,OWNED,01-04-1975,41,1,1,0,,0,,,30900,,,1,0,0,TIER 3,0
31968,0,1,12,1,2550,26800,12,4037,MO,0,14.17,MALE,SAL,OWNED,01-05-1981,34,4,2,1,500000,0,500000,,26800,106,,1,1,1,TIER 3,0
31969,0,2,10,2,2507,26500,12,4128,MO,0,13.5,MALE,SELF,OWNED,01-01-1969,47,0,0,0,,0,,,,,,0,0,0,TIER 3,0
31970,0,1,23,1,1620,30650,24,1615,MO,0,13.4,MALE,SAL,OWNED,01-06-1969,46,1,1,0,30650,0,30650,,30650,,,0,0,0,TIER 2,0
31971,0,0,22,0,1620,30650,24,1615,MO,0,13.4,MALE,SAL,OWNED,01-06-1981,34,1,1,0,,0,,,30650,,,0,0,0,TIER 2,0
31972,0,3,23,3,1797,34000,24,4783,MC,0,13.4,MALE,SELF,OWNED,01-01-1989,27,1,1,0,,0,,,34000,,,0,0,0,TIER 2,0
31973,0,1,21,1,2084,40000,24,1930,MC,0,12.5,MALE,SELF,OWNED,01-03-1990,26,2,1,0,,0,,,40000,,,4,4,1,TIER 2,1
31974,0,1,18,1,2200,43750,24,2381,MC,2,10.32,MALE,SELF,OWNED,01-06-1980,35,3,1,2,,0,,,43750,,30,1,0,0,TIER 2,0
31975,0,1,13,1,2088,34010,18,1930,SC,1,6.99,MALE,SELF,OWNED,28-03-1974,42,4,4,0,1000000,0,1044000,,44000,,,2,0,0,TIER 2,0
31976,0,0,13,0,2674,51000,24,1562,SC,0,12.9,MALE,SELF,OWNED,30-03-1978,38,6,3,3,160000,0,,160000,51000,49,25,0,0,0,TIER 3,0
31977,0,0,15,0,2519,40487,18,2677,MC,1,7.99,MALE,SELF,OWNED,01-01-1992,24,2,2,0,,0,,,43000,,,0,0,0,TIER 3,0
31978,0,0,10,0,2182,30400,15,1574,MO,3,6.1,MALE,SELF,OWNED,25-07-1968,47,1,1,0,,0,,,30400,,,0,0,0,TIER 3,0
31979,0,0,11,0,2750,33000,12,2004,MC,0,0,MALE,SAL,OWNED,25-08-1983,32,5,2,2,,0,,,46000,,50,0,0,0,TIER 4,0
31980,0,0,18,1,2394,39000,18,2481,SC,1,6.99,MALE,SELF,OWNED,05-10-1991,24,1,1,0,,0,,,39000,,,0,0,0,TIER 4,0
31981,0,0,24,0,1336,24900,24,3631,MO,0,14.35,MALE,SELF,OWNED,09-04-1965,51,1,1,0,,0,,,24900,,,0,0,0,TIER 3,0
31982,0,1,18,1,2171,32900,18,1799,SC,0,12.5,MALE,SAL,OWNED,18-06-1994,21,1,1,0,,0,,,32900,,,0,0,0,TIER 4,0
31983,0,0,14,0,1740,26050,18,3462,MO,0,13.45,MALE,SELF,OWNED,10-06-1989,26,1,1,0,,0,,,26050,,,0,0,0,TIER 3,0
31984,0,0,14,0,1445,21650,18,3462,MO,0,13.4,MALE,SELF,OWNED,01-01-1982,34,1,1,0,,0,,,21650,,,0,0,0,TIER 3,0
31985,0,1,16,1,1814,27050,18,3462,MO,0,13.8,MALE,SELF,OWNED,26-12-1962,53,2,1,1,180000,0,,180000,27050,,,5,5,3,TIER 3,0
31986,0,1,18,1,2578,45400,21,4599,MC,3,10.99,MALE,SELF,OWNED,01-01-1990,26,1,1,0,,0,,,45400,,,6,6,3,TIER 3,1
31987,0,1,10,1,3791,39900,12,2581,SC,0,14,FEMALE,SAL,OWNED,01-01-1985,31,2,1,1,,0,,,39900,78,,0,0,0,TIER 3,0
31988,0,1,11,1,1984,21200,12,3219,MO,0,12.25,MALE,SAL,OWNED,12-09-1982,33,1,1,0,,0,,,21200,,,0,0,0,TIER 3,0
31989,0,0,14,0,1876,27900,18,1574,MO,0,14,MALE,SELF,OWNED,02-07-1992,23,1,1,0,,0,,,27900,,,0,0,0,TIER 3,0
31990,0,0,17,0,1599,24000,18,2092,MO,0,13.25,MALE,SELF,OWNED,11-09-1981,34,9,4,4,105977,0,,161950,43000,34,50,5,5,2,TIER 4,0
31991,0,0,17,0,2894,54900,24,2006,MC,0,13.25,MALE,SAL,OWNED,20-08-1960,55,11,5,4,,0,,,54900,52,33,2,2,2,TIER 4,0
31992,0,0,21,2,2531,47900,24,1755,MC,0,13.4,MALE,SELF,OWNED,30-07-1973,42,2,2,0,45000,0,45000,,47900,,,0,0,0,TIER 3,0
31993,0,1,13,1,2409,40900,18,1051,MC,3,3.99,MALE,SELF,OWNED,01-01-1990,26,1,1,0,,0,,,40900,,,0,0,0,TIER 4,0
31994,0,2,10,2,2128,22900,12,1051,MO,0,11.5,MALE,SELF,OWNED,01-01-1978,38,1,1,0,,0,,,22900,,,0,0,0,TIER 4,0
31995,0,1,13,1,2477,40900,18,1051,MC,1,5.99,MALE,SELF,OWNED,01-01-1973,43,29,26,2,,0,,,40900,28,33,0,0,0,TIER 4,0
31996,0,0,14,0,2237,33900,18,2594,MC,0,12.5,MALE,SELF,OWNED,01-01-1970,46,1,1,0,,0,,,33900,,,0,0,0,TIER 4,0
31997,0,2,14,2,2546,46900,21,3526,MC,3,7.99,MALE,SELF,OWNED,01-01-1972,44,8,6,1,154000,0,,154000,46900,,,2,1,0,TIER 4,0
31998,0,0,15,0,2198,32900,18,3526,MC,0,13.5,MALE,SELF,OWNED,20-09-1994,21,2,1,0,212000,0,,,32900,,,5,3,1,TIER 4,0
31999,0,0,20,0,1900,35900,24,1015,MC,0,13.5,MALE,SELF,RENT,08-12-1984,31,14,4,8,21702,0,,21702,35900,,32,0,0,0,TIER 4,0
32000,0,0,21,0,2498,50900,24,1021,SC,1,8.88,MALE,SAL,RENT,04-06-1988,27,3,1,2,,0,,,50900,,25,0,0,0,TIER 4,0
32001,0,0,15,0,3125,50900,18,1021,SC,1,6.99,FEMALE,SAL,OWNED,15-01-1982,34,1,1,0,,0,,,50900,,,0,0,0,TIER 4,0
32002,0,0,19,0,2184,49039,27,3680,MC,3,8.99,MALE,SELF,OWNED,24-02-1986,30,2,2,0,161084,0,161084,,49039,,,3,0,0,TIER 3,0
32003,0,2,10,2,1985,21200,12,3219,MO,0,12.35,MALE,SELF,OWNED,16-06-1966,49,2,2,0,,0,,,21200,,,0,0,0,TIER 3,0
32004,0,0,20,1,2178,48900,27,3279,MC,3,8.99,MALE,SAL,OWNED,25-05-1982,33,3,3,0,,0,,,48900,,,0,0,0,TIER 2,0
32005,0,0,18,0,1275,25500,24,1615,MO,2,9.99,MALE,SAL,OWNED,18-06-1981,34,11,8,2,400000,0,400000,250000,28570,38,,3,1,0,TIER 2,0
32006,0,0,15,0,2000,30900,18,20095,MO,0,10.99,MALE,SELF,OWNED,10-06-1988,27,18,10,5,51000,0,,51000,49500,31,53,0,0,0,TIER 2,0
32007,0,0,17,0,2478,46900,24,2058,MC,0,13.4,MALE,SELF,OWNED,22-10-1981,34,1,1,0,,0,,,46900,,,0,0,0,TIER 2,0
32008,0,0,16,0,2063,45000,24,2670,MC,4,4.99,MALE,SELF,OWNED,03-07-1992,23,1,1,0,,0,,,45000,,,0,0,0,TIER 3,0
